name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Jeremy P. Stine,Jeremy,P.,Stine,,,,https://senate.la.gov/SenatorPics/Sen27.jpg,Republican,Louisiana State Senate District 27,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 27,,,,,,,,,sen27@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"1011 Lakeshore Drive;Suite 515;Lake Charles, LA 70601",,,337-491-2016,,337-491-2984,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e8c847e2-5ee6-4f9c-a4e4-d7d8daa8464c,
"Jerome ""Zee"" Zeringue",Jerome,,Zeringue,"""Zee""",,,https://house.louisiana.gov/H_Reps/RepPics20/rep52.jpg,Republican,Louisiana State House District 52,Louisiana State Representative,LA,Incumbent,Louisiana State House District 52,,,,,,,,,zeringuej@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"423 Goode Street;Houma, LA 70360",,,985-876-8823,,985-876-0213,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/2dafe5b8-cb5a-411a-b270-322dcaf18293,
Jimmy Harris,Jimmy,,Harris,,,,https://senate.la.gov/SenatorPics/Sen4.jpg,Democratic,Louisiana State Senate District 4,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 4,,,,,,,,,harrisj@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"2021 Lakeshore Drive;Suite 204;New Orleans, LA 70122",,,504-286-1960,,504-286-1961,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ce11601e-9a67-48a1-9408-b80943312303,
John M. Stefanski,John,M.,Stefanski,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep42.jpg,Republican,Louisiana State House District 42,Louisiana State Representative,LA,Incumbent,Louisiana State House District 42,,,,,,,,,stefanskij@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 2720;Crowley, LA 70527-2720",,,337-384-8999,,337-788-7590,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6841ee50-e520-4c1f-a6dc-f0de8a8556df,
"John R. Illg, Jr.",John,R.,Illg,,,Jr.,https://house.louisiana.gov/H_Reps/RepPics20/rep78.jpg,Republican,Louisiana State House District 78,Louisiana State Representative,LA,Incumbent,Louisiana State House District 78,,,,,,,,,hse078@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"9523 Jefferson Hwy.;Suite A;River Ridge, LA 70123",,,504-736-7030,,504-736-7032,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/3c0eeaa2-cf62-4b17-9b62-2531c078dd42,
Jonathan Goudeau,Jonathan,,Goudeau,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep31.jpg,Republican,Louisiana State House District 31,Louisiana State Representative,LA,Incumbent,Louisiana State House District 31,,,,,,,,,hse031@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"3639 Ambassador Caffery Pkwy.;Suite 214;Lafayette, LA 70503",,,337-347-7077,,337-347-7073,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/8b72535d-0380-4e39-a168-dcd1c742f47c,
"Joseph A. Marino, III",Joseph,A.,Marino,,,III,https://house.louisiana.gov/H_Reps/RepPics20/rep85.jpg,Independent,Louisiana State House District 85,Louisiana State Representative,LA,Incumbent,Louisiana State House District 85,,,,,,,,,marinoj@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"General Government Building;Suite 4300;200 Derbigny Street;Gretna, LA 70053",,,504-361-6013,,504-361-6687,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/f0b68891-c893-47e8-b2cc-5ed83c16151d,
Joseph A. Stagni,Joseph,A.,Stagni,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep92.jpg,Republican,Louisiana State House District 92,Louisiana State Representative,LA,Incumbent,Louisiana State House District 92,,,,,,,,,stagnij@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"1201 Williams Blvd.;Kenner, LA 70062",,,504-465-3479,,504-465-3481,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/958015ce-4a91-4830-a11f-e73997823d4b,
Joseph Bouie Jr.,Joseph,,Bouie,,,Jr.,https://senate.la.gov/SenatorPics/Sen3.jpg,Democratic,Louisiana State Senate District 3,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 3,,,,,,,,,bouiej@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"6305 Elysian Fields Ave.;Suite 400;New Orleans, LA 70122",,,504-286-1033,,504-286-1035,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/26ccd002-0b4d-4845-8a86-cae06a62be70,
Joseph A. Orgeron,Joseph,A.,Orgeron,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep54.jpg,Republican,Louisiana State House District 54,Louisiana State Representative,LA,Incumbent,Louisiana State House District 54,,,,,,,,,hse054@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 1746;Larose, LA 70373",,,985-693-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/9002c3a7-c0d9-4112-ad34-e0c6fa909ce1,
Julie Emerson,Julie,,Emerson,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep39.jpg,Republican,Louisiana State House District 39,Louisiana State Representative,LA,Incumbent,Louisiana State House District 39,,,,,,,,,emersonj@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"306 North Church Street;Carencro, LA 70520",,,337-886-4687,,337-886-4689,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0e515629-c907-4618-9ae1-4e4457ea25ea,
Kathy Edmonston,Kathy,,Edmonston,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep88.jpg,Republican,Louisiana State House District 88,Louisiana State Representative,LA,Incumbent,Louisiana State House District 88,,,,,,,,,hse088@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"2115 S. Burnside;Suite C;Gonzales, LA 70737",,,225-647-5646,,225-644-7207,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/92f7834e-8ce3-437f-bdbf-8dad3528ae3b,
Katrina R. Jackson,Katrina,R.,Jackson,,,,https://senate.la.gov/SenatorPics/Sen34.jpg,Democratic,Louisiana State Senate District 34,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 34,,,,,,,,,jacksonk@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"4106 DeSiard St.;Monroe, LA 71203-4526",,,318-343-2877,,318-343-2879,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/acdaa5e6-3b22-44b9-8b47-480b801483dd,
"Kendricks ""Ken"" Brass",Kendricks,,Brass,"""Ken""",,,https://house.louisiana.gov/H_Reps/RepPics20/rep58.jpg,Democratic,Louisiana State House District 58,Louisiana State Representative,LA,Incumbent,Louisiana State House District 58,,,,,,,,,brassk@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"22140 Highway 20;Suite C;Vacherie, LA 70090",,,225-265-9005,,225-265-9006,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/43a80737-e614-475d-aace-2d1324cb516a,
Kenny R. Cox,Kenny,R.,Cox,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep23.jpg,Democratic,Louisiana State House District 23,Louisiana State Representative,LA,Incumbent,Louisiana State House District 23,,,,,,,,,coxk@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"781 Hwy. 494;Natchitoches, LA 71457",,,855-844-8583,,318-357-3208,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/334e5810-37cf-427c-9d26-5b26880caf33,
Kirk Talbot,Kirk,,Talbot,,,,https://senate.la.gov/SenatorPics/Sen10.jpg,Republican,Louisiana State Senate District 10,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 10,,,,,,,,,talbotk@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"9523 Jefferson Hwy.;Suite B;River Ridge, LA 70123",,,504-736-7299,,504-736-7113,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/f6f401f7-7fb4-40df-84a0-b5a3f0fe9ec2,
"Kyle M. Green, Jr.",Kyle,M.,Green,,,Jr.,https://house.louisiana.gov/H_Reps/RepPics20/rep83.jpg,Democratic,Louisiana State House District 83,Louisiana State Representative,LA,Incumbent,Louisiana State House District 83,,,,,,,,,hse083@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"6641 Westbank Expwy.;Suite D;Marrero, LA 70072",,,504-349-8788,,504-349-8790,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/8ffaa2bd-ff67-464a-b639-19a6069e28a2,
Lance Harris,Lance,,Harris,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep25.jpg,Republican,Louisiana State House District 25,Louisiana State Representative,LA,Incumbent,Louisiana State House District 25,,,,,,,,,harrisl@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 13555;Alexandria, LA 71315-3555",,,318-767-6095,,318-767-6097,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d067d3d0-99b9-432a-b320-3599f91f3095,
Larry Selders,Larry,,Selders,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep67.jpg,Democratic,Louisiana State House District 67,Louisiana State Representative,LA,Incumbent,Louisiana State House District 67,,,,,,,,,hse067@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"251 Florida Street;Suite 300;Baton Rouge, LA 70801",,,225-342-7106,,225-342-7117,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/52035a94-6995-4ea4-b463-1109d683048b,
Laurie Schlegel,Laurie,,Schlegel,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep82.jpg,Republican,Louisiana State House District 82,Louisiana State Representative,LA,Incumbent,Louisiana State House District 82,,,,,,,,,hse082@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"3238 Metairie Road;Suite B;Metairie, LA 70001",,,504-655-6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1dbd875c-89b6-4ea1-a73b-7c8efdb203a3,
"Lawrence A. ""Larry"" Bagley",Lawrence,"A. ""Larry""",Bagley,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep7.jpg,Republican,Louisiana State House District 7,Louisiana State Representative,LA,Incumbent,Louisiana State House District 7,,,,,,,,,bagleyl@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"671 Hwy. 171;Suite E;Stonewall, LA 71078",,,318-925-9588,,318-925-9590,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d6e47850-c123-4060-8309-74192011981b,
"Lawrence ""Larry"" Frieman",Lawrence,,Frieman,"""Larry""",,,https://house.louisiana.gov/H_Reps/RepPics20/rep74.jpg,Republican,Louisiana State House District 74,Louisiana State Representative,LA,Incumbent,Louisiana State House District 74,,,,,,,,,hse074@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 1893;Abita Springs, LA 70420",,,985-400-4670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1f3f3a55-09b8-43e6-a4f6-3abd4d353f51,
Les Farnum,Les,,Farnum,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep33.jpg,Republican,Louisiana State House District 33,Louisiana State Representative,LA,Incumbent,Louisiana State House District 33,,,,,,,,,hse033@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 558;Sulphur, LA 70664",,,337-625-8569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/81379952-373b-4e6e-a29f-b9bb60e7593b,
Louie Bernard,Louie,,Bernard,,,,https://senate.la.gov/SenatorPics/Sen31.jpg,Republican,Louisiana State Senate District 31,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 31,,,,,,,,,sen31@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"431 Jefferson Street;Natchitoches, LA 71457",,,318-357-3116,,318-357-3184,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/49e45511-c6c2-4b3d-b2c1-e4925ecb65be,
Mack Marcel Cormier,Mack,Marcel,Cormier,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep105.jpg,Democratic,Louisiana State House District 105,Louisiana State Representative,LA,Incumbent,Louisiana State House District 105,,,,,,,,,hse105@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 518;Belle Chasse, LA 70037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/8d31e132-1a5d-4340-bcb1-0f8e093b004d,
Malinda B. White,Malinda,B.,White,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep75.jpg,Independent,Louisiana State House District 75,Louisiana State Representative,LA,Incumbent,Louisiana State House District 75,,,,,,,,,whitema@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"116 Georgia Ave.;Suite B;Bogalusa, LA 70427",,,985-730-2147,,985-730-2149,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1537769d-0c74-4c69-91ab-fa35e50c813e,
Marcus Anthony Bryant,Marcus,Anthony,Bryant,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep96.jpg,Democratic,Louisiana State House District 96,Louisiana State Representative,LA,Incumbent,Louisiana State House District 96,,,,,,,,,hse096@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"209 West Main Street;Suite 405;New Iberia, LA 70560",,,337-373-9380,,337-373-9382,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/4d1c2a6e-0339-4b7a-ac52-dfd9064bfbbf,
Mark Abraham,Mark,,Abraham,,,,https://senate.la.gov/SenatorPics/Sen25.jpg,Republican,Louisiana State Senate District 25,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 25,,,,,,,,,abrahamm@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"130 Jamestown Road;Lake Charles, LA 70605",,,337-475-3016,,337-475-3018,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/addae848-cfaf-4637-a23e-595e45c6e14f,
Mark Wright,Mark,,Wright,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep77.jpg,Republican,Louisiana State House District 77,Louisiana State Representative,LA,Incumbent,Louisiana State House District 77,,,,,,,,,wrightm@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"312 South Jefferson Street;Suite A & B;Covington, LA 70433",,,985-893-6262,,985-893-6261,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d3ecec03-0408-46f0-8c82-b775f787e6e1,
Scott McKnight,Scott,,McKnight,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep68.jpg,Republican,Louisiana State House District 68,Louisiana State Representative,LA,Incumbent,Louisiana State House District 68,,,,,,,,,hse068@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"7901 Wrenwood Blvd.;Baton Rouge, LA 70809",,,225-465-5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e8a78dbb-3193-4047-927d-1de594d6214e,
Mary DuBuisson,Mary,,DuBuisson,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep90.jpg,Republican,Louisiana State House District 90,Louisiana State Representative,LA,Incumbent,Louisiana State House District 90,,,,,,,,,hse090@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 44;Slidell, LA 70459",,,985-645-3592,,985-645-3594,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e30b4dd6-751c-4820-a4e4-4fd06cbd1c9f,
Matthew Willard,Matthew,,Willard,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep97.jpg,Democratic,Louisiana State House District 97,Louisiana State Representative,LA,Incumbent,Louisiana State House District 97,,,,,,,,,hse097@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"UNO TRAC Building;Room 212;2000 Lakeshore Drive;New Orleans, LA 70148",,,504-283-4261,,504-283-4263,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/834e887f-c79d-44ed-be47-74571a792249,
"Michael ""Big Mike"" Fesi",Michael,,Fesi,"""Big Mike""",,,https://senate.la.gov/SenatorPics/Sen20.jpg,Republican,Louisiana State Senate District 20,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 20,,,,,,,,,sen20@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"200 Moffet Road;Houma, LA 70363",,,985-858-2979,,985-873-2069,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/750a2868-c9b0-4124-95c7-3516f93ff087,
Michael Charles Echols,Michael,Charles,Echols,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep14.jpg,Republican,Louisiana State House District 14,Louisiana State Representative,LA,Incumbent,Louisiana State House District 14,,,,,,,,,hse014@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"8823 Highway 165 N.;Suite 1;Monroe, LA 71203",,,318-598-4010,,318-598-4019,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/22590bd7-29fe-454d-b61d-2c54c4562274,
"Michael ""Gabe"" Firment",Michael,,Firment,"""Gabe""",,,https://house.louisiana.gov/H_Reps/RepPics20/rep22.jpg,Republican,Louisiana State House District 22,Louisiana State Representative,LA,Incumbent,Louisiana State House District 22,,,,,,,,,hse022@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"Mailing:;P. O. Box 640;Pollock, LA 71467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/50b42a20-9d29-4388-b06f-b4511eda2131,
Michael T. Johnson,Michael,T.,Johnson,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep27.jpg,Republican,Louisiana State House District 27,Louisiana State Representative,LA,Incumbent,Louisiana State House District 27,,,,,,,,,hse027@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"2757 Hwy. 28 East;Pineville, LA 71360",,,318-487-5377,,318-487-5420,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0e901294-3718-49df-9922-0ac4503acee2,
Mike Huval,Mike,,Huval,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep46.jpg,Republican,Louisiana State House District 46,Louisiana State Representative,LA,Incumbent,Louisiana State House District 46,,,,,,,,,huvalm@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"110 N. Main Street;Breaux Bridge, LA 70517",,,337-332-3331,,337-332-3341,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/cdbdd188-93b6-4fd6-95c8-fee4fe753c94,
Mike Reese,Mike,,Reese,,,,https://senate.la.gov/SenatorPics/Sen30.jpg,Republican,Louisiana State Senate District 30,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 30,,,,,,,,,sen30@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"401 West 1st Street;DeRidder, LA 70634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/723f3444-f927-44b0-8659-7ac00370aa92,
Neil Riser,Neil,,Riser,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep20.jpg,Republican,Louisiana State House District 20,Louisiana State Representative,LA,Incumbent,Louisiana State House District 20,,,,,,,,,risern@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 117;Columbia, LA 71418",,,318-649-0977,,318-649-0979,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/8ce9b8d1-a92d-4351-a098-617599dde680,
"Nicholas Muscarello, Jr.",Nicholas,,Muscarello,,,Jr.,https://house.louisiana.gov/H_Reps/RepPics20/rep86.jpg,Republican,Louisiana State House District 86,Louisiana State Representative,LA,Incumbent,Louisiana State House District 86,,,,,,,,,muscarellon@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 1523;Hammond, LA 70404",,,985-974-0009,,985-345-4447,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/bc967860-a12b-4285-bd97-36379803f119,
"Patricia ""Pat"" Moore",Patricia,,Moore,"""Pat""",,,https://house.louisiana.gov/H_Reps/RepPics20/rep17.jpg,Democratic,Louisiana State House District 17,Louisiana State Representative,LA,Incumbent,Louisiana State House District 17,,,,,,,,,hse017@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"300 Washington Street;Suite 308;Monroe, LA 71201",,,318-362-3014,,318-362-3019,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/88548c7a-b637-4821-b336-c99cfa475e22,
Patrick Connick,Patrick,,Connick,,,,https://senate.la.gov/SenatorPics/Sen8.jpg,Republican,Louisiana State Senate District 8,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 8,,,,,,,,,connickp@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"5201 Westbank Expressway;Suite 315;Marrero, LA 70072",,,504-371-0240,,504-347-4526,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a5240587-95aa-4135-befc-de2ea2aa1d51,
Patrick McMath,Patrick,,McMath,,,,https://senate.la.gov/SenatorPics/Sen11.jpg,Republican,Louisiana State Senate District 11,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 11,,,,,,,,,sen11@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"404 E Gibson Street;Suite 2;Covington, LA 70433",,,985-900-6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d4a6db65-2f6f-464f-ae26-58176f2b68e6,
Patrick O. Jefferson,Patrick,O.,Jefferson,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep11.jpg,Democratic,Louisiana State House District 11,Louisiana State Representative,LA,Incumbent,Louisiana State House District 11,,,,,,,,,jeffersonpo@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"504 N. Main Street;Homer, LA 71040",,,318-927-2519,,318-927-6564,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/cbdfdaef-57ee-44d0-aa40-6058561c572c,
Patrick Page Cortez,Patrick,Page,Cortez,,,,https://senate.la.gov/SenatorPics/Sen23.jpg,Republican,Louisiana State Senate District 23,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 23,,,,,,,,,cortezp@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"101 W. Farrel Road;Bldg. 5, Suite 100;Lafayette, LA 70508",,,337-993-7430,,337-993-7432,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7cbaad96-b225-45b2-b740-6c8136f36eae,
Paul Hollis,Paul,,Hollis,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep104.jpg,Republican,Louisiana State House District 104,Louisiana State Representative,LA,Incumbent,Louisiana State House District 104,,,,,,,,,hollisp@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"600 N. Highway 190;Suite 202A;Covington, LA 70433-5083",,,985-871-4680,,985-871-4682,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a78e621d-059e-4359-8de6-add1ea897274,
Paula P. Davis,Paula,P.,Davis,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep69.jpg,Republican,Louisiana State House District 69,Louisiana State Representative,LA,Incumbent,Louisiana State House District 69,,,,,,,,,davisp@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"7902 Wrenwood Blvd.;Suite D;Baton Rouge, LA 70809",,,225-362-5301,,225-362-5303,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/386a6e17-a7e7-4715-8420-5e10bf52dcc1,
Phillip Eric Tarver,Phillip,Eric,Tarver,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep36.jpg,Republican,Louisiana State House District 36,Louisiana State Representative,LA,Incumbent,Louisiana State House District 36,,,,,,,,,hse036@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"132 Jamestown;Lake Charles, LA 70605",,,337-475-8186,,337-475-8188,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/04a524b7-1f7a-4d01-8491-c52df47e20cc,
Phillip R. DeVillier,Phillip,R.,DeVillier,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep41.jpg,Republican,Louisiana State House District 41,Louisiana State Representative,LA,Incumbent,Louisiana State House District 41,,,,,,,,,devillierp@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 986;Eunice, LA 70535",,,337-457-0194,,337-457-5649,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ee23b4bf-f5f7-498c-9fcc-f3b2d6f8fb1d,
Polly Thomas,Polly,,Thomas,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep80.jpg,Republican,Louisiana State House District 80,Louisiana State Representative,LA,Incumbent,Louisiana State House District 80,,,,,,,,,thomaspj@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"3100 Ridgelake Drive;Suite 201;Metairie, LA 70002-4938",,,504-837-6559,,504-324-9926,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d95410b8-a66c-4662-bcc6-1884252e061b,
R. Dewith Carrier,R.,Dewith,Carrier,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep32.jpg,Republican,Louisiana State House District 32,Louisiana State Representative,LA,Incumbent,Louisiana State House District 32,,,,,,,,,hse032@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 593;Oakdale, LA 71463",,,318-335-0206,,318-335-0208,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/2bf8549d-d379-4c42-af8c-b5b9d270f17d,
Randal L. Gaines,Randal,L.,Gaines,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep57.jpg,Democratic,Louisiana State House District 57,Louisiana State Representative,LA,Incumbent,Louisiana State House District 57,,,,,,,,,gainesr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"425 W. Airline Hwy.;Suite K;LaPlace, LA 70068-3818",,,985-652-1228,,985-652-1229,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/c8fa77d4-2453-4953-b87a-1c58d841ce97,
"Raymond E. Garofalo, Jr.",Raymond,E.,Garofalo,,,Jr.,https://house.louisiana.gov/H_Reps/RepPics20/rep103.jpg,Republican,Louisiana State House District 103,Louisiana State Representative,LA,Incumbent,Louisiana State House District 103,,,,,,,,,garofalor@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"100 Port Blvd.;Chalmette, LA 70043",,,504-277-4729,,504-278-6597,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/b3de3921-3132-43e4-b22b-5b907a21108e,
Raymond J. Crews,Raymond,J.,Crews,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep8.jpg,Republican,Louisiana State House District 8,Louisiana State Representative,LA,Incumbent,Louisiana State House District 8,,,,,,,,,crewsr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"4921 Shed Road;Suite 200;Bossier City, LA 71111-5477",,,318-716-7532,,318-239-1677,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/126879ce-50c0-4741-a7e7-fb23fecb9d29,
