name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Christopher J. Connors,Christopher,J.,Connors,,,,https://www.njleg.state.nj.us/members/memberphotos/connors_chris_color.jpg,Republican,New Jersey State Senate District 9,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 9,,,Male,,,,,,SenConnors@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,620 West Lacey Rd.; Forked River NJ 08731,,,609-693-6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1ebbb9b9-1582-4b52-9c6f-41b112fec666,
Christopher P. DePhillips,Christopher,P.,DePhillips,,,,https://www.njleg.state.nj.us/members/memberphotos/dephillips_christopher_2020.jpg,Republican,New Jersey State House District 40,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 40,,,Male,,,,,,AsmDePhillips@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,201C Franklin Ave.; Midland Park NJ 07432,,,201-444-9719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/33050562-f29d-4c4f-9e21-022822792a5c,
Claire Swift,Claire,,Swift,,,,,Republican,New Jersey State House District 2,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 2,,,,,,,,,AswSwift@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/3525b57b-adb4-4cae-b3a3-6bf2b22a5419,
Cleopatra G. Tucker,Cleopatra,G.,Tucker,,,,https://www.njleg.state.nj.us/members/memberphotos/tucker_cleopatra_2017.jpg,Democratic,New Jersey State House District 28,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 28,,,Female,,,,,,AswTucker@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,400 Lyons Ave.; Newark NJ 07112,,,973-926-4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/c5469bd6-29bd-4054-9ac0-3577d17422d4,
Clinton Calabrese,Clinton,,Calabrese,,,,https://www.njleg.state.nj.us/members/memberphotos/calabrese_clinton_2018.jpg,Democratic,New Jersey State House District 36,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 36,,,Male,,,,,,AsmCalabrese@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,613 Bergen Boulevard; Ridgefield NJ 07657,,,201-943-0615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/5475b510-25ec-4354-abb5-f1f03c3ea2c3,
Craig J. Coughlin,Craig,J.,Coughlin,,,,https://www.njleg.state.nj.us/members/memberphotos/coughlin_craig_2017.jpg,Democratic,New Jersey State House District 19,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 19,,,Male,,,,,,AsmCoughlin@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,569 Rahway Ave.; Woodbridge NJ 07095,,,732-855-7441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/9d1ae08a-66b3-4d68-bafe-956d4eaeb57f,
Daniel R. Benson,Daniel,R.,Benson,,,,https://www.njleg.state.nj.us/members/memberphotos/benson_color.jpg,Democratic,New Jersey State House District 14,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 14,,,Male,,,,,,AsmBenson@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,3691A Nottingham Way; Hamilton Square NJ 08690,,,609-631-0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a0bdc29a-2ff2-42b1-b53a-36f598f99b52,
DeAnne C. DeFuccio,DeAnne,C.,DeFuccio,,,,https://www.njleg.state.nj.us/members/memberphotos/defuccio_deanne_2021.jpg,Republican,New Jersey State House District 39,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 39,,,,,,,,,AswDeFuccio@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,350 Madison Ave.; Cresskill NJ 07626,,,201-567-2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/19909928-4081-4f6f-956c-7ea68be8f260,
"Declan J. O'Scanlon, Jr.",Declan,J.,O'Scanlon,,,Jr.,https://www.njleg.state.nj.us/members/memberphotos/oscanlon_color.jpg,Republican,New Jersey State Senate District 13,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 13,,,Male,,,,,,SenOScanlon@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"101 Crawfords Corner Road, Suite 4332; Holmdel NJ 07733",,,732-444-1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ac044b70-7745-435a-9c38-c4af013d0b0e,
DiAnne C. Gove,DiAnne,C.,Gove,,,,https://www.njleg.state.nj.us/members/memberphotos/gove_dianne_2020.jpg,Republican,New Jersey State House District 9,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 9,,,Female,,,,,,AswGove@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,620 West Lacey Rd.; Forked River NJ 08731,,,609-693-6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0fdc52e3-8772-4466-a19c-93a6c39eae65,
Don Guardian,Don,,Guardian,,,,,Republican,New Jersey State House District 2,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 2,,,,,,,,,AsmGuardian@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/df880b40-1e96-49d0-92bc-70732a1cce32,
Edward Durr,Edward,,Durr,,,,,Republican,New Jersey State Senate District 3,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 3,,,,,,,,,SenDurr@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0849fd70-eafb-40f0-8ffc-458a72077f1e,
Edward H. Thomson,Edward,H.,Thomson,,,,https://www.njleg.state.nj.us/members/memberphotos/thomson_edward_2018.jpg,Republican,New Jersey State House District 30,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 30,,,Male,,,,,,AsmThomson@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1967 Highway 34, Bldg. C, Suite 202; Wall Township NJ 07719",,,732-974-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e6d7f07e-8f68-49b5-8e8e-970817a6c8c4,
Eliana Pintor Marin,Eliana,Pintor,Marin,,,,https://www.njleg.state.nj.us/members/memberphotos/pintormarin_eliana_2017.jpg,Democratic,New Jersey State House District 29,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 29,,,Female,,,,,,AswPintorMarin@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,263 Lafayette St. 1st Floor; Newark NJ 07105,,,973-589-0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6056438b-65d3-4db4-b0ad-c367074bd47e,
Ellen J. Park,Ellen,J.,Park,,,,,Democratic,New Jersey State House District 37,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 37,,,,,,,,,AswPark@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e5da04d8-e25f-4ab3-a453-84e692fe89c4,
Erik Peterson,Erik,,Peterson,,,,https://www.njleg.state.nj.us/members/memberphotos/peterson_erik_2020.jpg,Republican,New Jersey State House District 23,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 23,,,Male,,,,,,AsmPeterson@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,28 Center St.; Clinton NJ 08809,,,908-238-0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/df6d2d1f-3fb0-4e93-93cf-26665cae9a23,
Erik Simonsen,Erik,,Simonsen,,,,http://www.njleg.state.nj.us/members/memberphotos/simonsen_erik_2020.jpg,Republican,New Jersey State House District 1,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 1,,,Male,,,,,,AsmSimonsen@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,610 E Landis Ave.; Vineland NJ 08360,,,609-778-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7f9ebe1c-d4fa-4dd0-8948-7cf6248ffb6d,
"Fred H. Madden, Jr.",Fred,H.,Madden,,,Jr.,https://www.njleg.state.nj.us/members/memberphotos/madden_color.jpg,Democratic,New Jersey State Senate District 4,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 4,,,Male,,,,,,SenMadden@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,1379 Chews Landing Rd.; Laurel Springs NJ 08021,,,856-401-3073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/19da3948-96b1-4a6b-8734-a58fdcefc777,
Gabriela M. Mosquera,Gabriela,M.,Mosquera,,,,https://www.njleg.state.nj.us/members/memberphotos/mosquera_color.jpg,Democratic,New Jersey State House District 4,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 4,,,Female,,,,,,AswMosquera@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,1379 Chews Landing Rd.; Laurel Springs NJ 08021,,,856-401-3073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/b74b5f86-8982-4852-a2da-c1007a991156,
Gary S. Schaer,Gary,S.,Schaer,,,,https://www.njleg.state.nj.us/members/memberphotos/schaer_color.jpg,Democratic,New Jersey State House District 36,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 36,,,Male,,,,,,AsmSchaer@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1 Howe Avenue, Suite 401; Passaic NJ 07055",,,973-249-3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/93a1a3ce-eb52-4e71-b01c-346f41b6bde4,
Gerry Scharfenberger,Gerry,,Scharfenberger,,,,http://www.njleg.state.nj.us/members/memberphotos/scharfenberger_gerard_2020a.jpg,Republican,New Jersey State House District 13,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 13,,,Male,,,,,,AsmScharfenberger@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/4323bf03-63e6-4f8b-9b2e-3554df7723bf,
Gordon M. Johnson,Gordon,M.,Johnson,,,,https://www.njleg.state.nj.us/members/memberphotos/johnson_color.jpg,Democratic,New Jersey State Senate District 37,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 37,,,Male,,,,,,SenJohnson@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,545 Cedar Lane; Teaneck NJ 07666,,,201-928-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/53fe6716-2bdb-4926-993f-4a2cf002ad51,
Gregory P. McGuckin,Gregory,P.,McGuckin,,,,https://www.njleg.state.nj.us/members/memberphotos/mcguckin_gregory_2020.jpg,Republican,New Jersey State House District 10,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 10,,,Male,,,,,,AsmMcGuckin@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,852 Highway 70; Brick NJ 08724,,,732-840-9028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/2ac520a3-ae36-4936-a9c3-6842401b6c83,
Harold J. Wirths,Harold,J.,Wirths,,,,https://www.njleg.state.nj.us/members/memberphotos/wirths_harold_2020.jpg,Republican,New Jersey State House District 24,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 24,,,Male,,,,,,AsmWirths@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1001 Route 517, P.O. Box 184; Allamuchy NJ 07820",,,908-441-6343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ccd54a2a-c814-469f-a415-e2e667c5caed,
"Herb Conaway, Jr.",Herb,,Conaway,,,Jr.,,Democratic,New Jersey State House District 7,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 7,,,,,,,,,AsmConaway@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"Delran Professional Center, 8008 Rt. 130 North, Bldg. C, Suite 450; Delran NJ 08075",,,856-461-3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6b67938b-adbf-488a-a3c1-3de2c3bc3b8f,
Holly T. Schepisi,Holly,T.,Schepisi,,,,https://www.njleg.state.nj.us/members/memberphotos/schepisi_holly_2021.jpg,Republican,New Jersey State Senate District 39,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 39,,,Female,,,,,,SenSchepisi@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,287 Kinderkamack Rd.; Westwood NJ 07675,,,201-666-0881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/57fe7d05-af12-4f44-b143-e19814f2cfa2,
James Beach,James,,Beach,,,,https://www.njleg.state.nj.us/members/memberphotos/beach_color.jpg,Democratic,New Jersey State Senate District 6,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 6,,,Male,,,,,,SenBeach@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,1309 Route 70 West; Cherry Hill NJ 08002,,,856-429-1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/87714b2b-1868-4d3f-aa3f-a3d25db0fbc6,
James J. Kennedy,James,J.,Kennedy,,,,https://www.njleg.state.nj.us/members/memberphotos/kennedy_color.jpg,Democratic,New Jersey State House District 22,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 22,,,Male,,,,,,AsmKennedy@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,1445 Main St.; Rahway NJ 07065,,,732-943-2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d80f0df2-57cd-436b-a250-7413ec11fe27,
James W. Holzapfel,James,W.,Holzapfel,,,,https://www.njleg.state.nj.us/members/memberphotos/holzapfel_james_2020.jpg,Republican,New Jersey State Senate District 10,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 10,,,Male,,,,,,SenHolzapfel@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,852 Highway 70; Brick NJ 08724,,,732-840-9028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/32e625c0-5e22-40b4-a6a3-4040d10e6ff0,
Jay Webber,Jay,,Webber,,,,https://www.njleg.state.nj.us/members/memberphotos/webber_jay_2019.jpg,Republican,New Jersey State House District 26,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 26,,,Male,,,,,,AsmWebber@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"160 Littleton Road, Suite 204; Parsippany NJ 07054",,,973-917-3420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/dbe67894-e4cd-46ea-bb59-877a8b4f26d0,
Jean Stanfield,Jean,,Stanfield,,,,https://www.njleg.state.nj.us/members/memberphotos/stanfield_jean_2020.jpg,Republican,New Jersey State Senate District 8,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 8,,,Female,,,,,,SenStanfield@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,668 Main St.; Lumberton NJ 08048,,,609-667-7360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/772c3784-d7af-4ebf-aca1-abd46ee98727,
Joe Danielsen,Joe,,Danielsen,,,,https://www.njleg.state.nj.us/members/memberphotos/danielsen_joe_2021.jpg,Democratic,New Jersey State House District 17,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 17,,,Male,,,,,,AsmDanielsen@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,334 Elizabeth Ave.; Somerset NJ 08873,,,732-247-3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/03acbfd3-a81b-4461-aff4-db7ecf5e8e48,
John Catalano,John,,Catalano,,,,https://www.njleg.state.nj.us/members/memberphotos/catalano_john_2020.jpg,Republican,New Jersey State House District 10,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 10,,,Male,,,,,,AsmCatalano@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,852 Highway 70; Brick NJ 08724,,,732-840-9028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/022c6b02-77d3-416e-9ddf-cdfa2ca46add,
John DiMaio,John,,DiMaio,,,,https://www.njleg.state.nj.us/members/memberphotos/dimaio_john_2020.jpg,Republican,New Jersey State House District 23,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 23,,,Male,,,,,,AsmDiMaio@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"208 Mountain Ave., Suite 3; Hackettstown NJ 07840",,,908-684-9550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/dce6ec3a-7d62-4b33-8693-259364c85285,
John F. McKeon,John,F.,McKeon,,,,https://www.njleg.state.nj.us/members/memberphotos/mckeon_color.jpg,Democratic,New Jersey State House District 27,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 27,,,Male,,,,,,AsmMcKeon@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,221 Main St.; Madison NJ 07940,,,973-377-1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1fec06e0-00df-4d84-8c9a-18e80a6f29e2,
Jon M. Bramnick,Jon,M.,Bramnick,,,,,Republican,New Jersey State Senate District 21,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 21,,,,,,,,,SenBramnick@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"251 North Ave. West, 2nd Floor; Westfield NJ 07090",,,908-232-2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/08a758f9-92fb-4e59-ac8f-edc75aaf3390,
Joseph A. Lagana,Joseph,A.,Lagana,,,,https://www.njleg.state.nj.us/members/memberphotos/lagana_joseph_2020.jpg,Democratic,New Jersey State Senate District 38,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 38,,,Male,,,,,,SenLagana@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"205 Robin Rd., Suite 122; Paramus NJ 07652",,,201-576-9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/90a0a109-2ce3-4a55-8761-1e07ff875703,
Joseph F. Vitale,Joseph,F.,Vitale,,,,https://www.njleg.state.nj.us/members/memberphotos/vitale_color.jpg,Democratic,New Jersey State Senate District 19,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 19,,,Male,,,,,,SenVitale@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,569 Rahway Ave.; Woodbridge NJ 07095,,,732-855-7441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/97fba3ff-adc8-4323-bf77-37acfe18b735,
Joseph P. Cryan,Joseph,P.,Cryan,,,,https://www.njleg.state.nj.us/members/memberphotos/cryan_joseph_2017.jpg,Democratic,New Jersey State Senate District 20,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 20,,,Male,,,,,,SenCryan@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,1120 East Jersey St.; Elizabeth NJ 07201,,,908-327-9119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/5dcef6ac-7dbe-4c65-a53b-670c89a615e7,
Joseph Pennacchio,Joseph,,Pennacchio,,,,https://www.njleg.state.nj.us/members/memberphotos/pennacchio_color.jpg,Republican,New Jersey State Senate District 26,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 26,,,Male,,,,,,SenPennacchio@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"170 Changebridge Rd., Unit A1; Montville NJ 07045",,,973-227-4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/4bf4c8e4-5a97-4100-b34d-cb01da6ab266,
Joseph V. Egan,Joseph,V.,Egan,,,,https://www.njleg.state.nj.us/members/memberphotos/egan_color.jpg,Democratic,New Jersey State House District 17,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 17,,,Male,,,,,,AsmEgan@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,100 Bayard St.; New Brunswick NJ 08901,,,732-249-4550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1ef49582-10ab-4e05-b699-74a6956d24ea,
Kevin J. Rooney,Kevin,J.,Rooney,,,,https://www.njleg.state.nj.us/members/memberphotos/rooney_kevin_2020.jpg,Republican,New Jersey State House District 40,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 40,,,Male,,,,,,AsmRooney@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1211 Hamburg Turnpike, Suite 301; Wayne NJ 07470",,,973-237-1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0aca0d16-9cf3-46f8-acd9-155f739badaa,
Kimberly Eulner,Kimberly,,Eulner,,,,,Republican,New Jersey State House District 11,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 11,,,,,,,,,AswEulner@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/346f7ba5-73f5-4bcb-bd58-101e7eda1451,
Kristin M. Corrado,Kristin,M.,Corrado,,,,https://www.njleg.state.nj.us/members/memberphotos/corrado_kristin_2017.jpg,Republican,New Jersey State Senate District 40,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 40,,,Female,,,,,,SenCorrado@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"999 Riverview Dr., Suite 350; Totowa NJ 07512",,,973-237-1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0880a4b0-8e91-484b-aa12-6e0444838c44,
Linda R. Greenstein,Linda,R.,Greenstein,,,,https://www.njleg.state.nj.us/members/memberphotos/greenstein_color.jpg,Democratic,New Jersey State Senate District 14,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 14,,,Female,,,,,,SenGreenstein@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1249 South River Rd., Suite 105; Cranbury NJ 08512",,,609-395-9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/27646653-40e2-4c79-b608-0f2edcaa0322,
Linda S. Carter,Linda,S.,Carter,,,,https://www.njleg.state.nj.us/members/memberphotos/carter_linda_2018a.jpg,Democratic,New Jersey State House District 22,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 22,,,Female,,,,,,AswCarter@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"200 West 2nd St., Suite 102; Plainfield NJ 07060",,,908-561-5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/199dd5c8-3ef1-4a2c-9585-9de5def27e98,
Lisa Swain,Lisa,,Swain,,,,https://www.njleg.state.nj.us/members/memberphotos/swain_lisa_2018a.jpg,Democratic,New Jersey State House District 38,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 38,,,Female,,,,,,AswSwain@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"205 Robin Rd., Suite 122; Paramus NJ 07652",,,201-576-9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/28b4c7d2-d1c3-4735-b321-0f348ec27299,
Louis D. Greenwald,Louis,D.,Greenwald,,,,https://www.njleg.state.nj.us/members/memberphotos/greenwald_color.jpg,Democratic,New Jersey State House District 6,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 6,,,Male,,,,,,AsmGreenwald@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1101 Laurel Oak Rd., Suite 150; Voorhees NJ 08043",,,856-435-1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a27823aa-f5a9-4d6c-8089-1d8ceee6f8e0,
M. Teresa Ruiz,M.,Teresa,Ruiz,,,,https://www.njleg.state.nj.us/members/memberphotos/ruiz_teresa_2021.jpg,Democratic,New Jersey State Senate District 29,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 29,,,Female,,,,,,SenRuiz@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,166 Bloomfield Ave.; Newark NJ 07104,,,973-484-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/907aae0b-1026-405a-9429-cadd01efd79d,
Marilyn Piperno,Marilyn,,Piperno,,,,,Republican,New Jersey State House District 11,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 11,,,,,,,,,AswPiperno@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/9418e11d-41b6-4718-af26-5d2bf751e35a,
Michael J. Doherty,Michael,J.,Doherty,,,,https://www.njleg.state.nj.us/members/memberphotos/doherty_color.jpg,Republican,New Jersey State Senate District 23,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 23,,,Male,,,,,,SenDoherty@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"127 Belvidere Ave., 2nd Floor; Washington NJ 07882",,,908-835-0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1d31ed23-f4b1-4393-800d-c7241dfc9437,
"Michael L. Testa, Jr.",Michael,L.,Testa,,,Jr.,https://www.njleg.state.nj.us/members/memberphotos/testa_michael_2019.jpg,Republican,New Jersey State Senate District 1,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 1,,,Male,,,,,,SenTesta@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,610 E Landis Ave.; Vineland NJ 08360,,,609-778-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/4cb8db73-8982-4b4f-9c90-f86b20b217bc,
"Michael Torrissi, Jr.",Michael,,Torrissi,,,Jr.,,Republican,New Jersey State House District 8,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 8,,,,,,,,,AsmTorrissi@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/71bb6c1c-60ba-4dc8-8534-b07524695d6e,
Michele Matsikoudis,Michele,,Matsikoudis,,,,,Republican,New Jersey State House District 21,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 21,,,,,,,,,AswMatsikoudis@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/c3f2aa37-3c3c-4786-8ece-54acab035f35,
Mila M. Jasey,Mila,M.,Jasey,,,,https://www.njleg.state.nj.us/members/memberphotos/jasey_color.jpg,Democratic,New Jersey State House District 27,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 27,,,Female,,,,,,AswJasey@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,511 Valley St.; Maplewood NJ 07040,,,973-762-1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/5e50bdd3-07c1-481f-8dc8-c59dbae85f4d,
Nancy F. Munoz,Nancy,F.,Munoz,,,,https://www.njleg.state.nj.us/members/memberphotos/munoz_nancy_2020.jpg,Republican,New Jersey State House District 21,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 21,,,Female,,,,,,AswMunoz@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"57 Union Place, Suite 310; Summit NJ 07901",,,908-918-0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/f553c0d7-7c53-4197-9a83-b0a1d2b56dd3,
