id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,senate_class,state_rank,lis_id
W000815,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000815.json,Brad,,Wenstrup,,1958-06-17,M,R,,RepBradWenstrup,RepBradWenstrup,repbradwenstrup,412564,1034044,135326,21351,N00033310,/m/0j63b7n,H2OH02085,https://wenstrup.house.gov,,,True,,0.535,,10,2022,865.0,7.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:oh/cd:2,2419 Rayburn House Office Building,202-225-3164,,OH,2,False,3902,0.81,97.07,2.81,,,
W000821,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000821.json,Bruce,,Westerman,,1967-11-18,M,R,,RepWesterman,RepWesterman,,412610,76097,119120,21563,N00035527,/m/0wklff5,H4AR04048,https://westerman.house.gov,https://westerman.house.gov/rss.xml,,True,,0.551,,8,2022,865.0,15.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ar/cd:4,202 Cannon House Office Building,202-225-3772,,AR,4,False,0504,1.73,96.92,2.96,,,
W000825,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000825.json,Jennifer,,Wexton,,1968-05-27,F,D,,RepWexton,,,412834,,147013,,N00041002,/m/0_flt0x,H8VA10106,https://wexton.house.gov,,,True,,,,4,2022,865.0,0.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:va/cd:10,1217 Longworth House Office Building,202-225-5136,,VA,10,False,5110,0.0,97.22,2.67,,,
W000826,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000826.json,Susan,,Wild,,1957-06-07,F,D,,RepSusanWild,,,412751,,178895,,N00041997,/g/11gtg86jn6,H8PA15229,https://wild.house.gov,,,True,,,,6,2022,865.0,6.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:pa/cd:7,1027 Longworth House Office Building,202-225-6411,,PA,7,False,4207,0.69,97.08,2.8,,,
W000816,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000816.json,Roger,,Williams,,1949-09-13,M,R,,RepRWilliams,RepRogerWilliams,,412578,623742,50112,21364,N00030602,/m/08rszb,H2TX33040,https://williams.house.gov,https://williams.house.gov/rss.xml,,True,,0.585,,10,2022,865.0,47.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tx/cd:25,1708 Longworth House Office Building,202-225-9896,,TX,25,False,4825,5.43,95.95,3.93,,,
W000788,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000788.json,Nikema,,Williams,,1978-07-30,F,D,,RepNikema,,,456811,,,,N00047361,/g/11fctqx0jy,H0GA05301,https://nikemawilliams.house.gov,,,True,,,,2,2022,865.0,1.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ga/cd:5,1406 Longworth House Office Building,202-225-3801,,GA,5,False,1305,0.12,98.84,1.04,,,
W000795,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000795.json,Joe,,Wilson,,1947-07-31,M,R,,RepJoeWilson,JoeWilson,RepJoeWilson,400433,1002567,3985,20138,N00024809,/m/03tll0,H2SC02059,https://joewilson.house.gov,https://joewilson.house.gov/rss.xml,,True,,0.532,,22,2022,865.0,28.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:sc/cd:2,1436 Longworth House Office Building,202-225-2452,,SC,2,False,4502,3.24,96.63,3.25,,,
W000808,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000808.json,Frederica,,Wilson,,1942-11-05,F,D,,RepWilson,RepWilson,repfredericawilson,412412,87016,17319,21118,N00030650,/m/03cg3tv,H0FL17068,https://wilson.house.gov,https://wilson.house.gov/rss.xml,,True,,-0.478,,12,2022,865.0,9.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:fl/cd:24,2445 Rayburn House Office Building,202-225-4506,,FL,24,False,1224,1.04,98.59,1.29,,,
W000804,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000804.json,Robert,J.,Wittman,,1959-02-03,M,R,,RobWittman,RepRobWittman,RobWittman,412255,1028089,58133,20756,N00029459,/m/03cx7ld,H8VA01147,https://wittman.house.gov,,,True,,0.445,,16,2022,865.0,44.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:va/cd:1,2055 Rayburn House Office Building,202-225-4261,,VA,1,False,5101,5.09,97.79,2.08,,,
W000809,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000809.json,Steve,,Womack,,1957-02-18,M,R,,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,412402,1033625,71815,21108,N00031857,/m/0cmcvkz,H0AR03055,https://womack.house.gov,https://womack.house.gov/news/rss.aspx,,True,,0.356,,12,2022,865.0,0.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ar/cd:3,2412 Rayburn House Office Building,202-225-4301,,AR,3,False,0503,0.0,95.93,3.96,,,
W000827,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000827.json,Ron,,Wright,,1953-04-08,M,R,,RepRonWright,,,412823,,78666,,N00042240,/g/11fgkl82tl,H8TX06233,https://wright.house.gov,,,False,,,,4,2022,31.0,15.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:tx/cd:6,1725 Longworth House Office Building,202-225-2002,,TX,6,False,4806,48.39,93.33,0.0,,,
Y000062,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000062.json,John,,Yarmuth,,1947-11-04,M,D,,RepJohnYarmuth,214258646163,RepJohnYarmuth,412211,1021662,58579,20723,N00028073,/m/0bb00g,H6KY03124,https://yarmuth.house.gov,https://yarmuth.house.gov/rss.xml,,True,,-0.378,,16,2022,865.0,94.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:ky/cd:3,402 Cannon House Office Building,202-225-5401,,KY,3,False,2103,10.87,98.96,0.91,,,
Y000033,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000033.json,Don,,Young,,1933-06-09,M,R,,RepDonYoung,RepDonYoung,RepDonYoung,400440,1897,26717,14066,N00007999,/m/024p1k,H6AK00045,https://donyoung.house.gov,https://donyoung.house.gov/news/rss.aspx,,False,,0.283,,50,2022,530.0,43.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:ak/cd:1,2314 Rayburn House Office Building,202-225-5765,,AK,At-Large,True,0200,8.11,87.97,11.83,,,
Z000017,Representative,Rep.,https://api.propublica.org/congress/v1/members/Z000017.json,Lee,,Zeldin,,1980-01-30,M,R,,RepLeeZeldin,RepLeeZeldin,,412646,61616,110252,21539,N00029404,/m/03h4jcq,H8NY01148,https://zeldin.house.gov,https://zeldin.house.gov/rss.xml,,True,,0.398,,8,2022,865.0,79.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:ny/cd:1,2441 Rayburn House Office Building,202-225-3826,,NY,1,False,3601,9.13,95.78,4.09,,,
B001230,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001230.json,Tammy,,Baldwin,,1962-02-11,F,D,Senate Democratic Caucus Secretary,SenatorBaldwin,senatortammybaldwin,witammybaldwin,400013,57884,3470,29940,N00004367,/m/024v02,H8WI00018,https://www.baldwin.senate.gov,,https://www.baldwin.senate.gov/feedback,True,,-0.493,,9,2024,853.0,1.0,0.0,2022-08-08 09:47:43 -0400,ocd-division/country:us/state:wi,709 Hart Senate Office Building,202-224-5653,,WI,,,,0.12,98.94,1.06,1,junior,S354
B001261,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001261.json,John,,Barrasso,,1952-07-21,M,R,Senate Republican Conference Chair,SenJohnBarrasso,johnbarrasso,barrassowyo,412251,1024777,52662,40707,N00006236,/m/02rsm32,S6WY00068,https://www.barrasso.senate.gov,https://www.barrasso.senate.gov/public/?a=rss.feed,https://www.barrasso.senate.gov/public/index.cfm/contact-form,True,,0.536,,15,2024,853.0,56.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:wy,307 Dirksen Senate Office Building,202-224-6441,,WY,,,,6.57,95.26,4.74,1,senior,S317
B001267,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001267.json,Michael,,Bennet,,1964-11-28,M,D,,SenBennetCo,senbennetco,SenatorBennet,412330,1031622,110942,40910,N00030608,/m/05b60qf,S0CO00211,https://www.bennet.senate.gov/public,,https://www.bennet.senate.gov/public/index.cfm/contact,True,,-0.229,,13,2022,853.0,19.0,0.0,2022-08-08 09:47:42 -0400,ocd-division/country:us/state:co,261 Russell Senate Office Building,202-224-5852,202-228-5097,CO,,,,2.23,99.04,0.96,3,senior,S330
B001243,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001243.json,Marsha,,Blackburn,,1952-06-06,F,R,,MarshaBlackburn,marshablackburn,RepMarshaBlackburn,400032,31226,25186,20351,N00003105,/m/01fnkt,H2TN06030,https://www.blackburn.senate.gov,,https://www.blackburn.senate.gov/email-me,True,,0.627,,3,2024,853.0,53.0,0.0,2022-08-08 09:47:57 -0400,ocd-division/country:us/state:tn,357 Dirksen Senate Office Building,202-224-3344,,TN,,,,6.21,92.23,7.77,1,senior,S396
B001277,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001277.json,Richard,,Blumenthal,,1946-02-13,M,D,,SenBlumenthal,SenBlumenthal,SenatorBlumenthal,412490,21799,1568,41101,N00031685,/m/03tg8m,S0CT00177,https://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/rss/feeds/?type=press,https://www.blumenthal.senate.gov/contact/,True,,-0.436,,11,2022,853.0,14.0,0.0,2022-08-08 09:47:44 -0400,ocd-division/country:us/state:ct,706 Hart Senate Office Building,202-224-2823,202-224-9673,CT,,,,1.64,98.93,1.07,3,senior,S341
B000575,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B000575.json,Roy,,Blunt,,1950-01-10,M,R,,RoyBlunt,SenatorBlunt,SenatorBlunt,400034,45465,418,29735,N00005195,/m/034fn4,H6MO07128,https://www.blunt.senate.gov,,https://www.blunt.senate.gov/public/index.cfm/contact-roy,True,,0.403,,11,2022,853.0,73.0,0.0,2022-08-08 09:47:42 -0400,ocd-division/country:us/state:mo,260 Russell Senate Office Building,202-224-5721,202-224-8149,MO,,,,8.56,79.95,20.05,3,senior,S342
B001288,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B001288.json,Cory,,Booker,,1969-04-27,M,D,,SenBooker,,SenCoryBooker,412598,84679,76151,41308,N00035267,/m/06p430,S4NJ00185,https://www.booker.senate.gov,,https://www.booker.senate.gov/?p=contact,True,,-0.587,,9,2026,853.0,23.0,0.0,2022-08-08 09:47:44 -0400,ocd-division/country:us/state:nj,717 Hart Senate Office Building,202-224-3224,,NJ,,,,2.7,98.67,1.33,2,junior,S370
B001236,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001236.json,John,,Boozman,,1950-12-10,M,R,,JohnBoozman,JohnBoozman,BoozmanPressOffice,400040,92069,27958,20101,N00013873,/m/024s3v,H2AR03176,https://www.boozman.senate.gov/public,https://www.boozman.senate.gov/public/?a=RSS.Feed,https://www.boozman.senate.gov/public/index.cfm/contact,True,,0.426,,11,2022,853.0,6.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:ar,141 Hart Senate Office Building,202-224-4843,202-228-1371,AR,,,,0.7,94.94,5.06,3,senior,S343
B001310,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001310.json,Mike,,Braun,,1954-03-24,M,R,,SenatorBraun,,,412839,,148564,,N00041731,/g/11f2ckdwty,S8IN00171,https://www.braun.senate.gov,,http://www.braun.senate.gov/contact-mike,True,,,,1,2024,853.0,22.0,0.0,2022-08-08 09:47:59 -0400,ocd-division/country:us/state:in,374 Russell Senate Office Building,202-224-4814,,IN,,,,2.58,90.97,9.03,1,junior,S397
B000944,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B000944.json,Sherrod,,Brown,,1952-11-09,M,D,,SenSherrodBrown,SenatorSherrodBrown,SherrodBrownOhio,400050,5051,27018,29389,N00003535,/m/034s80,H2OH13033,https://www.brown.senate.gov,,http://www.brown.senate.gov/contact/,True,,-0.428,,15,2024,853.0,7.0,0.0,2022-08-08 09:47:39 -0400,ocd-division/country:us/state:oh,503 Hart Senate Office Building,202-224-2315,,OH,,,,0.82,99.53,0.47,1,senior,S307
B001135,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001135.json,Richard,M.,Burr,,1955-11-30,M,R,,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,400054,31054,21787,29548,N00002221,/m/03g_s9,S4NC00089,https://www.burr.senate.gov,,https://www.burr.senate.gov/contact/email,True,,0.436,,17,2022,853.0,88.0,2.0,2022-08-08 09:47:39 -0400,ocd-division/country:us/state:nc,217 Russell Senate Office Building,202-224-3154,202-228-2981,NC,,,,10.32,81.52,18.48,3,senior,S300
C000127,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000127.json,Maria,,Cantwell,,1958-10-13,F,D,,SenatorCantwell,senatorcantwell,SenatorCantwell,300018,26137,27122,39310,N00007836,/m/01x68t,S8WA00194,https://www.cantwell.senate.gov,,http://www.cantwell.senate.gov/public/index.cfm/email-maria,True,,-0.305,,21,2024,853.0,10.0,0.0,2022-08-08 09:47:39 -0400,ocd-division/country:us/state:wa,511 Hart Senate Office Building,202-224-3441,,WA,,,,1.17,99.88,0.12,1,junior,S275
C001047,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001047.json,Shelley,Moore,Capito,,1953-11-26,F,R,,SenCapito,senshelley,,400061,83737,11701,20146,N00009771,/m/024pwq,H0WV02138,https://www.capito.senate.gov,,https://www.capito.senate.gov/contact/contact-shelley,True,,0.274,,7,2026,853.0,29.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:wv,172 Russell Senate Office Building,202-224-6472,,WV,,,,3.4,79.31,20.69,2,junior,S372
C000141,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000141.json,Benjamin,L.,Cardin,,1943-10-05,M,D,,SenatorCardin,senatorbencardin,senatorcardin,400064,4004,26888,15408,N00001955,/m/025k3k,H6MD03177,https://www.cardin.senate.gov,,http://www.cardin.senate.gov/contact/,True,,-0.319,,15,2024,853.0,7.0,0.0,2022-08-08 09:47:39 -0400,ocd-division/country:us/state:md,509 Hart Senate Office Building,202-224-4524,,MD,,,,0.82,99.29,0.71,1,senior,S308
C000174,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000174.json,Thomas,R.,Carper,,1947-01-23,M,D,,SenatorCarper,tomcarper,senatorcarper,300019,663,22421,15015,N00012508,/m/01xw7t,S8DE00079,https://www.carper.senate.gov/public,https://www.carper.senate.gov/public/?a=RSS.Feed,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,True,,-0.177,,21,2024,853.0,1.0,0.0,2022-08-08 09:47:39 -0400,ocd-division/country:us/state:de,513 Hart Senate Office Building,202-224-2441,,DE,,,,0.12,98.82,1.18,1,senior,S277
C001070,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001070.json,Bob,,Casey,,1960-04-13,M,D,,SenBobCasey,SenatorBobCasey,SenatorBobCasey,412246,47036,2541,40703,N00027503,/m/047ymw,S6PA00217,https://www.casey.senate.gov,,https://www.casey.senate.gov/contact/,True,,-0.314,,15,2024,853.0,13.0,0.0,2022-08-08 09:47:40 -0400,ocd-division/country:us/state:pa,393 Russell Senate Office Building,202-224-6324,,PA,,,,1.52,99.4,0.6,1,senior,S309
C001075,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001075.json,Bill,,Cassidy,,1957-09-28,M,R,,,,SenatorBillCassidy,412269,1030546,69494,20919,N00030245,/m/0286t7r,H8LA00017,https://www.cassidy.senate.gov,,https://www.cassidy.senate.gov/contact,True,,0.464,,7,2026,853.0,24.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:la,520 Hart Senate Office Building,202-224-5824,,LA,,,,2.81,88.1,11.9,2,senior,S373
C001035,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001035.json,Susan,,Collins,,1952-12-07,F,R,,SenatorCollins,susancollins,SenatorSusanCollins,300025,45738,379,49703,N00000491,/m/020y8m,S6ME00159,https://www.collins.senate.gov,https://www.collins.senate.gov/?q=rss.xml,http://www.collins.senate.gov/contact,True,,0.115,,25,2026,853.0,0.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,202-224-2523,,ME,,,,0.0,50.06,49.94,2,senior,S252
C001088,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001088.json,Christopher,A.,Coons,,1963-09-09,M,D,,ChrisCoons,senatorchriscoons,senatorchriscoons,412390,9269028,122834,40916,N00031820,/m/082d3d,S0DE00092,https://www.coons.senate.gov,,https://www.coons.senate.gov/contact,True,,-0.23,,13,2026,853.0,6.0,0.0,2022-08-08 09:47:42 -0400,ocd-division/country:us/state:de,218 Russell Senate Office Building,202-224-5042,,DE,,,,0.7,99.41,0.59,2,junior,S337
C001056,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001056.json,John,,Cornyn,,1952-02-02,M,R,Senate Majority Whip,JohnCornyn,sen.johncornyn,senjohncornyn,300027,93131,15375,40305,N00024852,/m/01xcqs,S2TX00106,https://www.cornyn.senate.gov,,https://www.cornyn.senate.gov/contact,True,,0.474,,19,2026,853.0,59.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:tx,517 Hart Senate Office Building,202-224-2934,,TX,,,,6.92,85.46,14.54,2,senior,S287
C001113,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C001113.json,Catherine,,Cortez Masto,,1964-03-29,F,D,,sencortezmasto,SenatorCortezMasto,,412681,105698,69579,41700,N00037161,/m/02rtp9t,S6NV00200,https://www.cortezmasto.senate.gov,,https://www.cortezmasto.senate.gov/contact,True,,-0.365,,1,2022,853.0,5.0,0.0,2022-08-08 09:47:45 -0400,ocd-division/country:us/state:nv,516 Hart Senate Office Building,202-224-3542,,NV,,,,0.59,98.23,1.77,3,senior,S385
C001095,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001095.json,Tom,,Cotton,,1977-05-13,M,R,,SenTomCotton,SenatorTomCotton,RepTomCotton,412508,63928,135651,21301,N00033363,/m/02g3ds,H2AR04083,https://www.cotton.senate.gov,,https://www.cotton.senate.gov/contact/contact-tom,True,,0.613,,7,2026,853.0,15.0,0.0,2022-08-08 09:47:52 -0400,ocd-division/country:us/state:ar,326 Russell Senate Office Building,202-224-2353,,AR,,,,1.76,91.91,8.09,2,junior,S374
C001096,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001096.json,Kevin,,Cramer,,1961-01-21,M,R,,SenKevinCramer,CongressmanKevinCramer,kevincramer,412555,7600,444,21350,N00004614,/m/02rhrnw,H0ND01026,https://www.cramer.senate.gov,,https://www.cramer.senate.gov/contact/contact-kevin,True,,0.396,,3,2024,853.0,96.0,0.0,2022-08-08 09:47:57 -0400,ocd-division/country:us/state:nd,400 Russell Senate Office Building,202-224-2043,,ND,,,,11.25,91.4,8.6,1,junior,S398
C000880,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000880.json,Michael,D.,Crapo,,1951-05-20,M,R,,MikeCrapo,mikecrapo,senatorcrapo,300030,26440,26830,29345,N00006267,/m/021pgp,S8ID00027,https://www.crapo.senate.gov,,https://www.crapo.senate.gov/contact,True,,0.498,,23,2022,853.0,8.0,0.0,2022-08-08 09:47:51 -0400,ocd-division/country:us/state:id,239 Dirksen Senate Office Building,202-224-6142,202-228-1375,ID,,,,0.94,90.48,9.52,3,senior,S266
C001098,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001098.json,Ted,,Cruz,,1970-12-22,M,R,,SenTedCruz,SenatorTedCruz,sentedcruz,412573,1019953,135705,41304,N00033085,/m/07j6ty,S2TX00312,https://www.cruz.senate.gov,,https://www.cruz.senate.gov/?p=form&id=16,True,,0.821,,9,2024,853.0,29.0,0.0,2022-08-08 09:47:55 -0400,ocd-division/country:us/state:tx,127a Russell Senate Office Building,202-224-5922,,TX,,,,3.4,90.86,9.14,1,junior,S355
D000618,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000618.json,Steve,,Daines,,1962-08-20,M,R,,SteveDaines,SteveDainesMT,SteveDainesMT,412549,1034037,135720,21338,N00033054,/m/03qlc5t,H2MT01060,https://www.daines.senate.gov,,https://www.daines.senate.gov/connect/email-steve,True,,0.572,,7,2026,853.0,52.0,0.0,2022-08-08 09:47:56 -0400,ocd-division/country:us/state:mt,320 Hart Senate Office Building,202-224-2651,,MT,,,,6.1,94.3,5.7,2,junior,S375
D000622,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000622.json,Tammy,,Duckworth,,1968-03-12,F,D,,SenDuckworth,SenDuckworth,repduckworth,412533,94484,57442,21325,N00027860,/m/09vqjr,H6IL06141,https://www.duckworth.senate.gov,,https://www.duckworth.senate.gov/content/contact-senator,True,,-0.335,,5,2022,853.0,8.0,0.0,2022-08-08 09:47:45 -0400,ocd-division/country:us/state:il,524 Hart Senate Office Building,202-224-2854,,IL,,,,0.94,99.64,0.36,3,junior,S386
D000563,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000563.json,Richard,J.,Durbin,,1944-11-21,M,D,Senate Minority Whip,SenatorDurbin,SenatorDurbin,SenatorDurbin,300038,6741,26847,15021,N00004981,/m/01xcd1,S6IL00151,https://www.durbin.senate.gov,,https://www.durbin.senate.gov/contact/,True,,-0.348,,25,2026,853.0,3.0,0.0,2022-08-08 09:47:40 -0400,ocd-division/country:us/state:il,711 Hart Senate Office Building,202-224-2152,,IL,,,,0.35,99.88,0.12,2,senior,S253
E000295,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000295.json,Joni,,Ernst,,1970-07-01,F,R,Senate Republican Conference Vice Chair,SenJoniErnst,senjoniernst,,412667,75342,128583,41502,N00035483,/m/0gg4wkg,S4IA00129,https://www.ernst.senate.gov,https://www.ernst.senate.gov/public/?a=rss.feed,https://www.ernst.senate.gov/public/index.cfm/contact,True,,0.552,,7,2026,853.0,30.0,0.0,2022-08-08 09:47:56 -0400,ocd-division/country:us/state:ia,730 Hart Senate Office Building,202-224-3254,,IA,,,,3.52,92.81,7.19,2,junior,S376
F000062,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000062.json,Dianne,,Feinstein,,1933-06-22,F,D,,SenFeinstein,senatorfeinstein,SenatorFeinstein,300043,13061,53273,49300,N00007364,/m/01gqws,S0CA00199,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/?a=rss.feed,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,True,,-0.268,,29,2024,853.0,113.0,0.0,2022-08-08 09:47:40 -0400,ocd-division/country:us/state:ca,331 Hart Senate Office Building,202-224-3841,,CA,,,,13.25,99.59,0.41,1,senior,S221
F000463,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000463.json,Deb,,Fischer,,1951-03-01,F,R,,SenatorFischer,senatordebfischer,senatordebfischer,412556,1034067,41963,41302,N00033443,/m/0c4cp0,S2NE00094,https://www.fischer.senate.gov,,http://www.fischer.senate.gov/public/index.cfm/contact,True,,0.454,,9,2024,853.0,31.0,0.0,2022-08-08 09:47:55 -0400,ocd-division/country:us/state:ne,454 Russell Senate Office Building,202-224-6551,,NE,,,,3.63,94.42,5.58,1,senior,S357
G000555,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/G000555.json,Kirsten,E.,Gillibrand,,1966-12-09,F,D,,GillibrandNY,SenKirstenGillibrand,KirstenEGillibrand,412223,1022862,65147,20735,N00027658,/m/0gnfc4,H6NY20167,https://www.gillibrand.senate.gov,,https://www.gillibrand.senate.gov/contact/email-me,True,,-0.471,,13,2024,853.0,8.0,0.0,2022-08-08 09:47:42 -0400,ocd-division/country:us/state:ny,478 Russell Senate Office Building,202-224-4451,,NY,,,,0.94,99.17,0.83,1,junior,S331
G000359,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000359.json,Lindsey,,Graham,,1955-07-09,M,R,,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,300047,36782,21992,29566,N00009975,/m/01_pdg,S0SC00149,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/?a=rss.feed,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,True,,0.379,,19,2026,853.0,78.0,0.0,2022-08-08 09:47:52 -0400,ocd-division/country:us/state:sc,290 Russell Senate Office Building,202-224-5972,,SC,,,,9.14,66.01,33.99,2,senior,S293
G000386,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000386.json,Charles,E.,Grassley,,1933-09-17,M,R,President Pro Tempore of the Senate,ChuckGrassley,grassley,senchuckgrassley,300048,1167,53293,14226,N00001758,/m/020ymy,S0IA00028,https://www.grassley.senate.gov,https://www.grassley.senate.gov/?q=rss.xml,http://www.grassley.senate.gov/contact,True,,0.353,,41,2022,853.0,0.0,0.0,2022-08-08 09:47:52 -0400,ocd-division/country:us/state:ia,135 Hart Senate Office Building,202-224-3744,202-224-6020,IA,,,,0.0,83.35,16.65,3,senior,S153
H000601,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000601.json,Bill,,Hagerty,,1959-08-14,M,R,,SenatorHagerty,,,456798,,128466,,N00045369,/g/11c1xp6h9v,S0TN00169,https://www.hagerty.senate.gov,https://www.hagerty.senate.gov/press-releases/feed/,https://www.hagerty.senate.gov,True,,,,1,2026,853.0,16.0,0.0,2022-08-08 09:47:59 -0400,ocd-division/country:us/state:tn,B11 Russell Senate Office Building,202-224-4944,,TN,,,,1.88,91.9,8.1,2,junior,S407
H001075,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H001075.json,Kamala,,Harris,,1964-10-20,F,D,,SenKamalaHarris,SenatorKamalaHarris,,412678,1018696,120012,41701,N00036915,/m/08sry2,S6CA00584,https://www.harris.senate.gov,,https://www.harris.senate.gov/contact,False,,-0.709,,3,2022,2.0,0.0,0.0,2022-08-07 16:01:08 -0400,ocd-division/country:us/state:ca,112 Hart Senate Office Building,202-224-3553,,CA,,,,0.0,100.0,0.0,3,junior,S387
H001076,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H001076.json,Margaret,,Hassan,,1958-02-27,F,D,,Senatorhassan,SenatorHassan,,412680,67481,42552,41702,N00038397,/m/03c3zch,S6NH00091,https://www.hassan.senate.gov,,https://www.hassan.senate.gov/content/contact-senator,True,,-0.231,,1,2022,853.0,5.0,0.0,2022-08-08 09:47:56 -0400,ocd-division/country:us/state:nh,324 Hart Senate Office Building,202-224-3324,,NH,,,,0.59,97.64,2.36,3,junior,S388
