Researcher,id,name,State,official biography,biography,facebook,Facebook (Official),Facebook (Personal),Facebook (Campaign),twitter,Twitter (Official),Twitter (Personal),Twitter (Campaign),current_party,current_district,current_chamber,title,status,given_name,family_name,gender,email,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,youtube,instagram,Instagram (Official),Instagram (Personal),Instagram (Campaign),Campaign mailing address,Campaign phone,LinkedIn
,n/a,Michael Lynch,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento City Council District 3,Sacramento City Council District 3,,Candidate,Michael,Lynch,,,,n/a,,n/a,https://www.michaelforsacramento.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Chris Baker,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento City Council District 5,Sacramento City Council District 5,,Candidate,Chris,Baker,,ChrisSenior64@gmail.com,,n/a,,n/a,https://chrisbakerforcitycouncil.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Tamiko Heim,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento City Council District 5,Sacramento City Council District 5,,Candidate,Tamiko,Heim,,HEIM4THECITY@GMAIL.COM,,n/a,,n/a,https://tamikoheim.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Caity Maple,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento City Council District 5,Sacramento City Council District 5,,Candidate,Caity,Maple,,info@caitymaple.com,,n/a,,n/a,https://caitymaple.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Kimberly Sow,CA,,,n/a,n/a,,,n/a,n/a,, https://www.twitter.com/SOWREAL510,Nonpartisan,Sacramento City Council District 5,Sacramento City Council District 5,,Candidate,Kimberly,Sow,Female,KSOW510@YAHOO.COM,,n/a,,n/a,https://www.kimberlysow.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/KSOW510/,https://www.instagram.com/KSOW510,"3436 10TH AVE, SACRAMENTO, CA 95817",,
,n/a,Bina Lefkovitz,CA,,,n/a,n/a,https://www.facebook.com/bina.lefkovitz,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Education Area 1,Sacramento County Board of Education Area 1,,Candidate,Bina,Lefkovitz,,,,n/a,,n/a,https://www.bina4ourkids.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Mo Kashmiri,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Education Area 1,Sacramento County Board of Education Area 1,,Candidate,Mo,Kashmiri,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Walter Garcia Kawamoto,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Education Area 3,Sacramento County Board of Education Area 3,,Candidate,Walter,Kawamoto,Male,,,n/a,,n/a,http://walter-garcia-kawamoto.ruck.us/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Paul Keefer,CA,,,n/a,n/a,https://www.facebook.com/paul.keefer.73,,n/a,n/a, https://www.twitter.com/paulkeeferCA,,Nonpartisan,Sacramento County Board of Education Area 3,Sacramento County Board of Education Area 3,,Candidate,Paul,Keefer,Male,,,n/a,,n/a,https://www.paulkeefer.org,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"5445 Madison Ave, Sacramento, CA 95841",,https://www.linkedin.com/in/paul-keefer-mba-ed-d-286b8313/
,n/a,Stacey Bastian,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Education Area 4,Sacramento County Board of Education Area 4,,Candidate,Stacey,Bastian,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Douglas J. Bolsover Sr.,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Education Area 4,Sacramento County Board of Education Area 4,,Candidate,Douglas,Bolsover,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Frits Van Der Hoek,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Education Area 4,Sacramento County Board of Education Area 4,,Candidate,Frits,Van Der Hoek,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Patrick Kennedy,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Supervisors District 2,Sacramento County Board of Supervisors District 2,,Candidate,Patrick,Kennedy,,supervisorkennedy@saccounty.gov,,n/a,,n/a,https://patrick-kennedy.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Duke Cooney,CA,,,n/a,n/a,,https://www.facebook.com/DukeCooneyforSupervisor2022,n/a,n/a,,,Nonpartisan,Sacramento County Board of Supervisors District 2,Sacramento County Board of Supervisors District 2,,Candidate,Duke,Cooney,,dukecooney2022@gmail.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/duke-cooney-064a93a5
,n/a,Steve Ly,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Supervisors District 5,Sacramento County Board of Supervisors District 5,,Candidate,Steve,Ly,,Steve.ly@supervisorstevely.com,,n/a,,n/a,https://supervisorstevely.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Pat Hume,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Supervisors District 5,Sacramento County Board of Supervisors District 5,,Candidate,Pat,Hume,,info@PatHume.com,,n/a,,n/a,https://pathume.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Alex Joe,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Supervisors District 5,Sacramento County Board of Supervisors District 5,,Candidate,Alex,Joe,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Jaclyn Moreno,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,Sacramento County Board of Supervisors District 5,Sacramento County Board of Supervisors District 5,,Candidate,Jaclyn,Moreno,,jaclyn@jaclynforsupervisor.com,,n/a,,n/a,https://www.jaclynforsupervisor.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Gil Botello,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 1,San Bernardino City Council Ward 1,,Candidate,Gil,Botello,Male,vote4botello@gmail.com,,n/a,,n/a,https://www.gilbotello.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Theodore Sanchez,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 1,San Bernardino City Council Ward 1,,Candidate,Theodore,Sanchez,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Sandra Ibarra,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 2,San Bernardino City Council Ward 2,,Candidate,Sandra,Ibarra,Female,ibarra4council@gmail.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,909-375-8012,https://www.linkedin.com/in/sandra-ibarra-06117422
,n/a,Terry Elliott,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 2,San Bernardino City Council Ward 2,,Candidate,Terry,Elliott,,Contact@ElliottForCityCouncil.com,,n/a,,n/a,https://elliottforcitycouncil.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Fred Shorett,CA,,,n/a,n/a,https://www.facebook.com/fred.shorett,,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 4,San Bernardino City Council Ward 4,,Candidate,Fred,Shorett,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Teresa Parra Craig,CA,,,n/a,n/a,,https://www.facebook.com/Teresasanbernardinoward4/?show_switched_toast=0&show_invite_to_follow=0&show_switched_tooltip=0&show_podcast_settings=0&show_community_transition=0&show_community_review_changes=0&show_follower_visibility_disclosure=0,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 4,San Bernardino City Council Ward 4,,Candidate,Teresa,Craig,Female,Tpcraig@gmail.com,,n/a,,n/a,https://teresasanbernardinoward4.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/teresa.parracraig/?hl=en,,,909-499-0708,
,n/a,Vincent Laster,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino City Council Ward 4,San Bernardino City Council Ward 4,,Candidate,Vincent,Laster,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Jesse Armendarez,CA,,,n/a,n/a,,https://www.facebook.com/Jesse4supervisor,n/a,n/a,, https://www.twitter.com/jesseArmendarez,Nonpartisan,San Bernardino County Board of Supervisors District 2,San Bernardino County Board of Supervisors District 2,,Candidate,Jesse,Armendarez,Male,Jesse@Jesse4Supervisor.com,,n/a,,n/a,http://www.jesse4supervisor.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/Jesse_Armendarez/,,909-276-5319,
,n/a,Nadia Renner,CA,,,n/a,n/a,https://www.facebook.com/nadiarenner.latica,,n/a,n/a,,,Nonpartisan,San Bernardino County Board of Supervisors District 2,San Bernardino County Board of Supervisors District 2,,Candidate,Nadia,Renner,Female,renner@nadia4supervisor.com,,n/a,,n/a,https://nadia4supervisor.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/nadia.renner/,,,562-964-4710,https://www.linkedin.com/in/nadia-renner-a2a67252/
,n/a,Luis Cetina,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino County Board of Supervisors District 2,San Bernardino County Board of Supervisors District 2,,Candidate,Luis,Cetina,Male,lhcetina@aol.com,,n/a,,n/a,https://www.cetinaforsupervisor.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,DeJonaé Shaw,CA,,,n/a,n/a,,https://www.facebook.com/officialdejonaeshaw,n/a,n/a,, https://www.twitter.com/IamDeJonae,Nonpartisan,San Bernardino County Board of Supervisors District 2,San Bernardino County Board of Supervisors District 2,,Candidate,DeJonaé,Shaw,Female,DeJonae@ShawForSupervisor.com,,n/a,,n/a,https://www.shawforsupervisor.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/officialdejonaeshaw/,,909-654-4513,
,n/a,Eric Coker,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino County Board of Supervisors District 2,San Bernardino County Board of Supervisors District 2,,Candidate,Eric,Coker,,coker4supervisor@gmail.com,,n/a,,n/a,https://cokerforsupervisor.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Connie Leyva,CA,,,n/a,n/a,https://www.facebook.com/connie.leyva.7,,n/a,n/a,,,Nonpartisan,San Bernardino County Board of Supervisors District 4,San Bernardino County Board of Supervisors District 4,,Candidate,Connie,Leyva,Female,ConnieLeyvaForSupervisor@gmail.com,,n/a,,n/a,https://www.connieleyva.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Curt Hagman,CA,,,n/a,n/a,https://www.facebook.com/curt.hagman,,n/a,n/a,,,Nonpartisan,San Bernardino County Board of Supervisors District 4,San Bernardino County Board of Supervisors District 4,,Candidate,Curt,Hagman,Male,Supervisorhagman4@gmail.com,,n/a,,n/a,https://curthagman.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Larry Wu,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Bernardino County Board of Supervisors District 4,San Bernardino County Board of Supervisors District 4,,Candidate,Larry,Wu,,,,n/a,,n/a,https://larrywuforsupervisor.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Lori Saldaña,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 2,San Diego City Council District 2,,Candidate,Lori,Saldaña,Female,,,n/a,,n/a,https://www.lorisaldana.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/lori-saldana-409274217
,n/a,Jennifer Campbell,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 2,San Diego City Council District 2,,Candidate,Jennifer,Campbell,Female,jennifercampbell@sandiego.gov,,n/a,,n/a,https://drjencampbell.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Danny Smiechowski,CA,,,n/a,n/a,https://www.facebook.com/daniel.j.smiechowski,,n/a,n/a,,,Nonpartisan,San Diego City Council District 2,San Diego City Council District 2,,Candidate,Danny,Smiechowski,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Joel Day,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 2,San Diego City Council District 2,,Candidate,Joel,Day,,joel@joeldaysd.com,,n/a,,n/a,https://joeldaysd.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Mandy Havlik,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 2,San Diego City Council District 2,,Candidate,Mandy,Havlik,,mandyfordistrict2@gmail.com,,n/a,,n/a,https://mandyhavlik.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Linda Lukacs,CA,,,n/a,n/a,,https://www.facebook.com/votelukacs,n/a,n/a,,,Nonpartisan,San Diego City Council District 2,San Diego City Council District 2,,Candidate,Linda,Lukacs,,,,n/a,,n/a,https://www.lindalukacs.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Monica Montgomery Steppe,CA,,,n/a,n/a,https://www.facebook.com/monica.l.montgomery,https://www.facebook.com/monica4sandiego,n/a,n/a, https://www.twitter.com/MDblGoodTrouble, https://www.twitter.com/Monica4SanDiego,Nonpartisan,San Diego City Council District 4,San Diego City Council District 4,,Candidate,Monica,Montgomery Steppe,Female,team@monica4sandiego.com,,n/a,,n/a,https://www.monica4sandiego.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/monica4sandiego/,"3295 Meade Ave, #212, San Diego, CA 92116",619-796-4046,https://www.linkedin.com/in/monica-l-montgomery-esq-97a0a547
,n/a,Gloria Evangelista,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 4,San Diego City Council District 4,,Candidate,Gloria,Evangelista,,,,n/a,,n/a,http://voteevangelista.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Tylisa Suseberry,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 4,San Diego City Council District 4,,Candidate,Tylisa,Suseberry,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/tylisa635/,,,,https://www.linkedin.com/in/tylisa-suseberry-00bab345/
,n/a,Jane Glasson,CA,,,n/a,n/a,https://www.facebook.com/jane.glasson,,n/a,n/a, https://www.twitter.com/janelglasson, https://www.twitter.com/janelglasson6,Nonpartisan,San Diego City Council District 6,San Diego City Council District 6,,Candidate,Jane,Glasson,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/jane_glasson/?hl=en,https://www.instagram.com/janelglasson6/?hl=en,,,https://www.linkedin.com/in/jane-glasson-52b1391b4/
,n/a,Tommy Hough,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 6,San Diego City Council District 6,,Candidate,Tommy,Hough,Male,tommy@tommyhough.com,,n/a,,n/a,https://tommyhough.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Kent Lee,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 6,San Diego City Council District 6,,Candidate,Kent,Lee,,info@kentleeforsd.com,,n/a,,n/a,https://www.kentleeforsd.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Antonio Martinez,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 8,San Diego City Council District 8,,Candidate,Antonio,Martinez,Male,,,n/a,,n/a,https://antoniomartinezsd.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Vivian Moreno,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego City Council District 8,San Diego City Council District 8,,Candidate,Vivian,Moreno,Female,vivian@vivianmoreno.com,,n/a,,n/a,https://vivianmorenosd.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Nathan Fletcher,CA,,,n/a,n/a,,https://www.facebook.com/nathan.fletcher,n/a,n/a,, https://www.twitter.com/nathanfletcher,Nonpartisan,San Diego County Board of Supervisors District 4,San Diego County Board of Supervisors District 4,,Candidate,Nathan,Fletcher,Male,nfletcher@nathanfletcher.com,,n/a,,n/a,http://www.nathanfletcher.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/nathan_fletcher/,"P.O. Box 5283, San Diego, CA 92165",858-304-0196,
,n/a,Amy Reichert,CA,,,n/a,n/a,,https://www.facebook.com/AmyForSanDiego,n/a,n/a,, https://www.twitter.com/AmyReichertSD,Nonpartisan,San Diego County Board of Supervisors District 4,San Diego County Board of Supervisors District 4,,Candidate,Amy,Reichert,Female,,,n/a,,n/a,https://www.AmyforSanDiego.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/amyreichertpi/,,,https://www.linkedin.com/in/amreichert/
,n/a,Sidiqa A. Hooker,CA,,,n/a,n/a,https://www.facebook.com/sidiqa.hooker,https://www.facebook.com/Hookerforsupervisor,n/a,n/a,, https://www.twitter.com/SidiqaHooker,Nonpartisan,San Diego County Board of Supervisors District 4,San Diego County Board of Supervisors District 4,,Candidate,Sidiqa,Hooker,Female,hookerforsupervisor@gmail.com,,n/a,,n/a,https://www.hookerforsupervisor.com/meet-sidiqa,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/hookerforbos/,,,https://www.linkedin.com/in/sidiqahooker/
,n/a,Jim Desmond,CA,,,n/a,n/a,https://www.facebook.com/SupervisorJimDesmond,,n/a,n/a,, https://www.twitter.com/jim_desmond,Nonpartisan,San Diego County Board of Supervisors District 5,San Diego County Board of Supervisors District 5,,Candidate,Jim,Desmond,Male,,,n/a,,n/a,https://www.desmondforsupervisor.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCdpSUTWg788kkdPcPx57nog/featured,n/a,n/a,https://www.instagram.com/supervisorjimdesmond/?hl=en,,,,https://www.linkedin.com/in/jim-desmond-37623b4/
,n/a,Tiffany Boyd-Hodgson,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego County Board of Supervisors District 5,San Diego County Board of Supervisors District 5,,Candidate,Tiffany,Boyd-Hodgson,,,,n/a,,n/a,https://tiffanyboydhodgson.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Jim Desmond,CA,,,n/a,n/a,https://www.facebook.com/SupervisorJimDesmond,,n/a,n/a,, https://www.twitter.com/jim_desmond,Nonpartisan,San Diego County Board of Supervisors District 5,San Diego County Board of Supervisors District 5,,Candidate,Jim,Desmond,Male,,,n/a,,n/a,https://www.desmondforsupervisor.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCdpSUTWg788kkdPcPx57nog/featured,n/a,n/a,https://www.instagram.com/supervisorjimdesmond/?hl=en,,,,https://www.linkedin.com/in/jim-desmond-37623b4/
,n/a,Tiffany Boyd-Hodgson,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego County Board of Supervisors District 5,San Diego County Board of Supervisors District 5,,Candidate,Tiffany,Boyd-Hodgson,,,,n/a,,n/a,https://tiffanyboydhodgson.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Alicia Muñoz,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego County Office of Education District 3,San Diego County Office of Education District 3,,Candidate,Alicia,Muñoz,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Marvin J. Attiq,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego County Office of Education District 3,San Diego County Office of Education District 3,,Candidate,Marvin,Attiq,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Alicia Muñoz,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego County Office of Education District 3,San Diego County Office of Education District 3,,Candidate,Alicia,Muñoz,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Marvin J. Attiq,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego County Office of Education District 3,San Diego County Office of Education District 3,,Candidate,Marvin,Attiq,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Rick Shea,CA,,,n/a,n/a,https://www.facebook.com/people/Rick-Shea/1502070733,,n/a,n/a,,,Nonpartisan,San Diego County Office of Education District 5,San Diego County Office of Education District 5,,Candidate,Rick,Shea,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Rick Shea,CA,,,n/a,n/a,https://www.facebook.com/people/Rick-Shea/1502070733,,n/a,n/a,,,Nonpartisan,San Diego County Office of Education District 5,San Diego County Office of Education District 5,,Candidate,Rick,Shea,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Shana Hazan,CA,,,n/a,n/a,,https://www.facebook.com/shana.hazan/,n/a,n/a,,,Nonpartisan,San Diego Unified School District Board of Education District B,San Diego Unified School District Board of Education District B,,Candidate,Shana,Hazan,Female,info@shanaforschoolboard.com,,n/a,,n/a,https://shanaforschoolboard.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/shanaforschoolboard/,"374 N. Coast Highway 101 Suite 2, Encinitas, California 92024",,https://www.linkedin.com/in/shana-hazan-msed-9a3b154/
,n/a,Godwin Higa,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego Unified School District Board of Education District B,San Diego Unified School District Board of Education District B,,Candidate,Godwin,Higa,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Jose Velazquez,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego Unified School District Board of Education District B,San Diego Unified School District Board of Education District B,,Candidate,Jose,Velazquez,Male,josevelazquezforsdusdb@gmail.com,,n/a,,n/a,https://www.velazquezforsandiegounified.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"970 Seacoast Drive, Ste 7, Imperial Beach, CA 91932",,
,n/a,Lily Higman,CA,,,n/a,n/a,,https://www.facebook.com/LilyForSchoolBoard,n/a,n/a, https://www.twitter.com/LilyHigs,,Nonpartisan,San Diego Unified School District Board of Education District C,San Diego Unified School District Board of Education District C,,Candidate,Lily,Higman,Female,LilyForSchoolBoard@gmail.com,,n/a,,n/a,https://lilyforschoolboard.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC_64mmL05GgksctCboVUp3A,n/a,n/a,,https://www.instagram.com/lilyforschoolboard/,,,https://www.linkedin.com/in/lilysh/
,n/a,Cody Petterson,CA,,,n/a,n/a,,https://www.facebook.com/codypettersonsd,n/a,n/a, https://www.twitter.com/theguessworker, https://www.twitter.com/codypettersonsd,Nonpartisan,San Diego Unified School District Board of Education District C,San Diego Unified School District Board of Education District C,,Candidate,Cody,Petterson,Male,codypettersonsd@gmail.com,,n/a,,n/a,https://codyforsdusd.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/theguessworker/?hl=en,https://www.instagram.com/codypettersonsd,,858-255-1873,https://www.linkedin.com/in/cody-petterson-7375abb9
,n/a,Becca Williams,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Diego Unified School District Board of Education District C,San Diego Unified School District Board of Education District C,,Candidate,Becca,Williams,,becca@beccaforschoolboard.com,,n/a,,n/a,https://beccaforschoolboard.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Elbert Holman Jr.,CA,,,n/a,n/a,,,n/a,n/a,,,Nonpartisan,San Joaquin County Board of Supervisors District 2,San Joaquin County Board of Supervisors District 2,,Candidate,Elbert,Holman,,hoytjr63@yahoo.com,,n/a,,n/a,http://elbertholman.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Paul Canepa,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100009021370295,,n/a,n/a,,,Nonpartisan,San Joaquin County Board of Supervisors District 2,San Joaquin County Board of Supervisors District 2,,Candidate,Paul,Canepa,,,,n/a,,n/a,https://www.paulcanepa.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Dino Ballin,CA,,,n/a,n/a,,https://www.facebook.com/dino.ballin,n/a,n/a,,,Nonpartisan,San Joaquin County Board of Supervisors District 2,San Joaquin County Board of Supervisors District 2,,Candidate,Dino,Ballin,Male,,,n/a,,n/a,https://ballinforsupervisor.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/dinoballin/?hl=en,,,
,n/a,Bill Smith,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100002318363532,https://www.facebook.com/billforstockton,n/a,n/a,,,Nonpartisan,San Joaquin County Board of Supervisors District 2,San Joaquin County Board of Supervisors District 2,,Candidate,Bill,Smith,Male,smithforsjcsupervisor2022@outlook.com,,n/a,,n/a,https://votebillsmith.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCV1B_6gzkwlMNjqbanH9pkg,n/a,n/a,,https://www.instagram.com/billforstockton/,,209-603-0313,
,n/a,Steve Colangelo,CA,,,n/a,n/a,,https://www.facebook.com/SteveAColangelo,n/a,n/a,,,Nonpartisan,San Joaquin County Board of Supervisors District 4,San Joaquin County Board of Supervisors District 4,,Candidate,Steve,Colangelo,Male,info@stevecolangelo.com,,n/a,,n/a,https://www.stevecolangelo.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCwIoWAvGV-0hJTLYOMP8Bag,n/a,n/a,,https://www.instagram.com/stevecolangelo/,"P.O. Box 727, Linden, CA 95236",209-565-3515,https://www.linkedin.com/in/stevecolangelo
